Date,Close,SMA_20,SMA_50,RSI_14,SMA_cross,Cross_event,Period
2026-04-20,84.0262413020558,,,,-1,0.0,History
2026-04-21,83.70445737145732,,,0.0,-1,0.0,History
2026-04-22,83.35810337592471,,,0.0,-1,0.0,History
2026-04-23,83.19106149703337,,,0.0,-1,0.0,History
2026-04-24,83.5674231704457,,,8.482251646310544,-1,0.0,History
2026-04-25,83.14328640582248,,,7.6905628646814534,-1,0.0,History
2026-04-26,83.38713518625049,,,12.733573483770684,-1,0.0,History
2026-04-27,83.71563959411716,,,19.1422825153402,-1,0.0,History
2026-04-28,83.61823133005753,,,18.703661652215942,-1,0.0,History
2026-04-29,83.43010291093327,,,17.852825734744428,-1,0.0,History
2026-04-30,83.55052751938463,,,20.35056665100595,-1,0.0,History
2026-05-01,83.8670178077767,,,26.661807979985895,-1,0.0,History
2026-05-02,84.43458272068406,,,36.395153491993895,-1,0.0,History
2026-05-03,84.66830807460937,,,39.93072250813035,-1,0.0,History
2026-05-04,85.09062411009938,,,45.793908043120545,-1,0.0,History
2026-05-05,84.96623366451209,,,44.41866067280591,-1,0.0,History
2026-05-06,84.72881622954503,,,41.836189370859586,-1,0.0,History
2026-05-07,84.26733793459736,,,37.29710251556565,-1,0.0,History
2026-05-08,83.9579329448736,,,34.58755394980602,-1,0.0,History
2026-05-09,83.85813681229385,83.9265599981237,,33.73624027802816,-1,0.0,History
2026-05-10,83.90538181784255,83.92051702391304,,34.55745516581662,-1,0.0,History
2026-05-11,83.55534579030719,83.91306144485551,,31.447798027395848,-1,0.0,History
2026-05-12,83.76665546253807,83.93348904918619,,35.23651594557673,-1,0.0,History
2026-05-13,83.73573313936481,83.96072263130277,,34.932262851357464,-1,0.0,History
2026-05-14,83.56279787093519,83.96049136632725,,33.20544137405446,-1,0.0,History
2026-05-15,83.35789649330093,83.97122187070116,,31.235235983723342,-1,0.0,History
2026-05-16,83.88638054201952,83.99618413848961,,40.964638308581016,-1,0.0,History
2026-05-17,83.92735867122396,84.00677009234495,,41.65398286131732,-1,0.0,History
2026-05-18,83.68659433167684,84.01018824242593,,38.788168149868184,-1,0.0,History
2026-05-19,83.43178874067108,84.01027253391281,,35.96779325004081,-1,0.0,History
2026-05-20,83.91239657225537,84.02836598655634,,44.208131704534054,-1,0.0,History
2026-05-21,83.75593884237496,84.02281203828626,,42.29970794876404,-1,0.0,History
2026-05-22,84.066361335884,84.00440096904626,,47.17245557262504,-1,0.0,History
2026-05-23,84.4402979356526,83.99300046209842,,52.38845631506378,-1,0.0,History
2026-05-24,83.82061103968498,83.9294998085777,,44.53996605565402,-1,0.0,History
2026-05-25,84.17428412972801,83.8899023318385,,49.216139603405594,-1,0.0,History
2026-05-26,84.1152866582206,83.85922585327228,,48.48178610745559,-1,0.0,History
2026-05-27,83.82480710215698,83.83709931165025,,44.92731535265447,-1,0.0,History
2026-05-28,83.67760722776521,83.82308302579483,,43.198909728654314,-1,0.0,History
2026-05-29,83.8218252719547,83.82126744877787,,45.41459752273161,-1,0.0,History
2026-05-30,83.91687209439388,83.82184196260545,,46.885117083804865,-1,0.0,History
2026-05-31,84.02566531353344,83.84535793876675,,48.59226695872766,-1,0.0,History
2026-06-01,83.830293596221,83.8485398454509,,45.74860586629668,-1,0.0,History
2026-06-02,84.1649474432218,83.87000056064375,,51.034513395005156,-1,0.0,History
2026-06-03,84.56032262177334,83.91987679818565,,56.43512995566632,-1,0.0,History
2026-06-04,85.04642399212966,84.0043031731271,,61.98642278627999,-1,0.0,History
2026-06-05,85.31103305636118,84.07553579884419,,64.62865986942023,-1,0.0,History
2026-06-06,85.81773419827879,84.17005457519693,,69.06312581308319,-1,0.0,History
2026-06-07,86.38173772532205,84.30481174487917,,73.10494488046191,-1,0.0,History
2026-06-08,86.56969738169663,84.46170717693046,84.09162552721926,74.3095366203122,1,2.0,History
2026-06-09,86.80642125271052,84.60640841095321,84.14722912623236,75.78079650395651,1,0.0,History
2026-06-10,86.96186941448013,84.76670493955848,84.21237736709281,76.72347545810237,1,0.0,History
2026-06-11,87.10914919324705,84.91884433242663,84.28739828343927,77.61257485876968,1,0.0,History
2026-06-12,87.34241887601873,85.06395037944493,84.37042543101896,78.98195598586118,1,0.0,History
