Date,Close,SMA_20,SMA_50,RSI_14,SMA_cross,Cross_event,Period
2026-04-20,95.91121968435723,,,,-1,0.0,History
2026-04-21,96.5024020384726,,,,-1,0.0,History
2026-04-22,97.03943282794374,,,,-1,0.0,History
2026-04-23,96.83574427234761,,,97.4015258639583,-1,0.0,History
2026-04-24,96.72300462676577,,,95.91591929157894,-1,0.0,History
2026-04-25,96.5127122921948,,,93.06454792448812,-1,0.0,History
2026-04-26,96.76990026948798,,,93.32586626941173,-1,0.0,History
2026-04-27,96.76039667377454,,,93.18614309809995,-1,0.0,History
2026-04-28,97.09406484035429,,,93.55119702011454,-1,0.0,History
2026-04-29,96.32070688789787,,,82.51661520133896,-1,0.0,History
2026-04-30,97.00283057016695,,,84.2780996928375,-1,0.0,History
2026-05-01,96.97604035017116,,,83.920481905088,-1,0.0,History
2026-05-02,97.28191818460935,,,84.71782625456918,-1,0.0,History
2026-05-03,97.23784068959009,,,84.07087428766398,-1,0.0,History
2026-05-04,97.08989322193099,,,81.8125187671535,-1,0.0,History
2026-05-05,97.30286321045003,,,82.53962178867182,-1,0.0,History
2026-05-06,97.6718300374911,,,83.75158124539222,-1,0.0,History
2026-05-07,97.59918289253095,,,82.53680025728325,-1,0.0,History
2026-05-08,97.54798449424679,,,81.63808874175335,-1,0.0,History
2026-05-09,97.857962021848,97.0018965043316,,82.85528724662036,-1,0.0,History
2026-05-10,97.49764527082772,97.0812177836551,,76.50663480833845,-1,0.0,History
2026-05-11,96.8631764825792,97.09925650586044,,66.80039829451823,-1,0.0,History
2026-05-12,97.04649031196902,97.09960938006171,,68.06118108677586,-1,0.0,History
2026-05-13,96.77437477540788,97.09654090521472,,64.16576741454057,-1,0.0,History
2026-05-14,95.97265793486886,97.05902357061989,,54.304316723451905,-1,0.0,History
2026-05-15,95.64301881148543,97.0155388965844,,50.84427078125063,-1,0.0,History
2026-05-16,95.46023782416222,96.95005577431813,,48.98068529038559,-1,0.0,History
2026-05-17,94.97344084823341,96.86070798304107,,44.32137087112101,-1,0.0,History
2026-05-18,94.36451889178686,96.7242306856127,,39.28700752024929,-1,0.0,History
2026-05-19,94.39382981340663,96.62788683188812,,39.64240620297933,-1,0.0,History
2026-05-20,94.78216078069426,96.51685334241449,,44.29490557315788,-1,0.0,History
2026-05-21,94.69888311896857,96.40299548085436,,43.520165317074216,-1,0.0,History
2026-05-22,94.40294445158273,96.25904679420304,,40.789852827957155,-1,0.0,History
2026-05-23,94.57743670241128,96.12602659484409,,43.05821306372003,-1,0.0,History
2026-05-24,94.89116995623986,96.01609043155953,,46.990445081579466,-1,0.0,History
2026-05-25,94.77984119827853,95.88993933095097,,45.782251068543225,-1,0.0,History
