Date,Close,SMA_20,SMA_50,RSI_14,SMA_cross,Cross_event,Period
2026-04-20,1.0917902147173608,,,,-1,0.0,History
2026-04-21,1.0891597996811537,,,0.0,-1,0.0,History
2026-04-22,1.0920675494925385,,,7.836936166135146,-1,0.0,History
2026-04-23,1.0923464622808012,,,8.5770484662049,-1,0.0,History
2026-04-24,1.0848814548596517,,,6.964908835597328,-1,0.0,History
2026-04-25,1.089759737864253,,,17.833671438888842,-1,0.0,History
2026-04-26,1.0893653700901926,,,17.654116066504628,-1,0.0,History
2026-04-27,1.0924228319170615,,,24.03953729967266,-1,0.0,History
2026-04-28,1.1013837264468613,,,38.97532514255513,-1,0.0,History
2026-04-29,1.10276496461025,,,40.90417843291926,-1,0.0,History
2026-04-30,1.0976289040608989,,,36.30851272029137,-1,0.0,History
2026-05-01,1.0944140647597054,,,33.75229477674374,-1,0.0,History
2026-05-02,1.099408760296886,,,40.73353925413678,-1,0.0,History
2026-05-03,1.092445152828647,,,35.16896943684634,-1,0.0,History
2026-05-04,1.0937918334349008,,,36.96243838417277,-1,0.0,History
2026-05-05,1.0956795993524733,,,39.48946685078382,-1,0.0,History
2026-05-06,1.090211906176702,,,35.100478360107516,-1,0.0,History
2026-05-07,1.0911019111201472,,,36.34075236034926,-1,0.0,History
2026-05-08,1.0938575282548946,,,40.15422620249395,-1,0.0,History
2026-05-09,1.0902122728928598,1.093234702256912,,36.99690725871599,-1,0.0,History
2026-05-10,1.0879805902746646,1.0930442210347773,,35.173467039673156,-1,0.0,History
2026-05-11,1.0906684570206646,1.0931196539017527,,39.06864185930659,-1,0.0,History
2026-05-12,1.0845149302065638,1.092742022937454,,34.02773930616348,-1,0.0,History
2026-05-13,1.080389197301664,1.092144159688497,,31.1277926598314,-1,0.0,History
2026-05-14,1.0850186296502775,1.0921510184280285,,37.558269224326665,-1,0.0,History
2026-05-15,1.085503966220848,1.0919382298458582,,38.209627491067344,-1,0.0,History
2026-05-16,1.0788215904183496,1.091411040862266,,33.091266138532646,-1,0.0,History
2026-05-17,1.0789508467916094,1.0907374416059934,,33.277447646950534,-1,0.0,History
2026-05-18,1.0883021410759635,1.0900833623374484,,45.16553044656964,-1,0.0,History
2026-05-19,1.0811400247884233,1.0890021153463572,,39.37853602656138,-1,0.0,History
2026-05-20,1.0851123561707343,1.0883762879518488,,43.68811460044327,-1,0.0,History
2026-05-21,1.08882473336819,1.0880968213822733,,47.448115800886136,-1,0.0,History
2026-05-22,1.0880520455171705,1.0875289856432873,,46.748448165927954,-1,0.0,History
2026-05-23,1.0910359638404008,1.0874585261938752,,49.825423803168725,-1,0.0,History
2026-05-24,1.0878734286591367,1.087162605955087,,46.74267279132475,-1,0.0,History
2026-05-25,1.0953852613094925,1.0871478890529378,,54.01970681863704,-1,0.0,History
2026-05-26,1.1038024486431524,1.0878274161762602,,60.52803646604991,-1,0.0,History
2026-05-27,1.099604039485396,1.0882525225945225,,56.25111393380077,-1,0.0,History
2026-05-28,1.0986450729286263,1.0884918998282094,,55.29010897477599,-1,0.0,History
2026-05-29,1.0993607359884154,1.088949322982987,,55.895680505311425,-1,0.0,History
2026-05-30,1.0964096529118688,1.0893707761148472,,52.72442517669899,-1,0.0,History
2026-05-31,1.0981926655796792,1.0897469865427982,,54.40750232416523,-1,0.0,History
2026-06-01,1.0932556793815418,1.0901840240015468,,49.1859412774821,-1,0.0,History
2026-06-02,1.0961190014345268,1.09097051420819,,52.059606258437015,-1,0.0,History
2026-06-03,1.0947429546101413,1.0914567304561833,,50.579229833979895,-1,0.0,History
2026-06-04,1.0945836651642376,1.0919107154033527,,50.40056250819313,-1,0.0,History
2026-06-05,1.0969363641136949,1.0928164540881202,,53.03915814074,-1,0.0,History
2026-06-06,1.1015025444710258,1.093944038972091,,57.73825989468658,-1,0.0,History
2026-06-07,1.0968112993871724,1.0943694968876514,,51.983058234906196,-1,0.0,History
2026-06-08,1.10071211200326,1.095348101248393,1.0922589288771025,55.917762818360856,1,2.0,History
2026-06-09,1.1050641121473643,1.0963456890472247,1.0925244068257027,59.86885930535574,1,0.0,History
2026-06-10,1.1045799786362223,1.0971334513106261,1.0928328104048042,59.23282957684035,1,0.0,History
2026-06-11,1.112172705201028,1.098339484294819,1.0932349135189738,65.43483769922912,1,0.0,History
2026-06-12,1.108506453855305,1.0992130087955645,1.093558113350464,60.6377874582414,1,0.0,History
2026-06-13,1.1059206230026652,1.1001153685127407,1.0939788967133242,57.439353823208585,1,0.0,History
2026-06-14,1.1078625096109944,1.100739230927816,1.094340952148259,59.18063412990048,1,0.0,History
2026-06-15,1.1046209600852634,1.1007801564999216,1.0946460639481606,55.12618468988844,1,0.0,History
2026-06-16,1.1115029578999451,1.1013751024206488,1.095027666467818,61.203253262315094,1,0.0,History
2026-06-17,1.112551381715817,1.1020704178600085,1.0952510195731973,62.046510131092944,1,0.0,History
2026-06-18,1.1210973175276453,1.10315724693697,1.0956176666315451,68.1276629719569,1,0.0,History
2026-06-20,1.1142784140441808,1.1040506849935856,1.0959506568312107,59.882925820767866,1,0.0,Forecast
2026-06-21,1.1148335974971129,1.1048827315894572,1.0963590474859588,60.304142120759174,1,0.0,Forecast
2026-06-22,1.109493144194284,1.1056946048300944,1.0965607351639068,54.38840911524092,1,0.0,Forecast
2026-06-23,1.1035700452714323,1.1060671570219396,1.0967832330127627,48.684087507463474,1,0.0,Forecast
2026-06-24,1.1107524255123566,1.1068676305670502,1.0971224448543118,54.865783531347184,1,0.0,Forecast
2026-06-25,1.1147014650380933,1.107873520560743,1.0975028821680242,57.87079816628381,1,0.0,Forecast
2026-06-26,1.1099780906584649,1.1085256068879816,1.0978982058576594,53.29979235517996,1,0.0,Forecast
2026-06-27,1.1008040968289947,1.1084906845058802,1.0980922495718364,45.74254880350691,1,0.0,Forecast
2026-06-28,1.106227351935244,1.1089614871332836,1.0983396460454433,50.234666190615606,1,0.0,Forecast
2026-06-29,1.1118056367407836,1.1095161633701598,1.0987715133224019,54.4152472196007,1,0.0,Forecast
2026-06-30,1.1119940743945254,1.109862661482518,1.099251783004799,54.55413236913485,1,0.0,Forecast
2026-07-01,1.1096373579300227,1.110115530447208,1.099631161022986,52.403715690411104,1,0.0,Forecast
2026-07-02,1.1154563620654867,1.110279713290431,1.1002499896601645,56.91920378218766,1,0.0,Forecast
2026-07-03,1.1297494813279394,1.1113418646640625,1.10123719534069,65.56165534769409,1,0.0,Forecast
2026-07-04,1.1375875032265625,1.1129252086752575,1.1022885728122158,69.20948331072617,1,0.0,Forecast
2026-07-05,1.1375821254923244,1.114411189469324,1.1033301359976453,69.20406702901037,1,0.0,Forecast
2026-07-06,1.1397637764848636,1.116168330289304,1.1045489797189756,70.2221872340765,1,0.0,Forecast
2026-07-07,1.1339345846496964,1.1172899116267916,1.1056486544761375,64.12229062323678,1,0.0,Forecast
2026-07-08,1.1199767368613107,1.1176611793840663,1.1062821463918444,52.387604995993236,1,0.0,Forecast
2026-07-09,1.1214503383732235,1.1176788304263452,1.1070883526635402,53.3580817090513,1,0.0,Forecast
2026-07-10,1.1206055779601258,1.1179951886221424,1.1077982170993281,52.69499151035059,1,0.0,Forecast
2026-07-11,1.132778224582659,1.1188924199764196,1.1086772869236174,60.34270534334258,1,0.0,Forecast
2026-07-12,1.1336469859726646,1.1201001120653387,1.1095891857327274,60.829431359862035,1,0.0,Forecast
2026-07-13,1.1416427932927238,1.1220037494664035,1.1106013223217739,65.07768984697785,1,0.0,Forecast
2026-07-14,1.1484323499049143,1.1238877456860312,1.1118125007466895,68.2287001152429,1,0.0,Forecast
2026-07-15,1.1416390103169303,1.125234622949973,1.112737575726838,62.18301881282927,1,0.0,Forecast
2026-07-16,1.1398161223277241,1.126726524533436,1.1134578492005296,60.63052170562706,1,0.0,Forecast
2026-07-17,1.1386284765841062,1.1286177435211915,1.1142383379425038,59.58671505858953,1,0.0,Forecast
2026-07-18,1.1310282408849568,1.129857787968677,1.1148860013016304,53.26681370313666,1,0.0,Forecast
2026-07-19,1.1341036070027841,1.1309726864817773,1.1155808587219178,55.33133004386704,1,0.0,Forecast
